workerid,hitId,condition,How Creative?-1,Increased AI use makes you feel-1,q1,q2,q3,q4,Hide Time,Page Load,q6,q7,How Creative?-2
5722578701ed33000838ba6d,66dd0fe39bfb33794b562bc9,generate,6,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,3.77,2024-09-09T15:21:14.640Z,just trying combos of words,no,0
5b7af69d2f3fc30001374190,66dd0fe39bfb33794b562bc9,coach,55,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:18:58.004Z,"I found the first one really easy - I thought of a word that went with one of the presented words, then tried it on the other words, and it fitted perfectly. The second one was impossible for me - I kept thinking up words that combined with each of the presented words, but no word that I came up with fitted with all three of them. You would not let me complete without submitting something, so I submitted a word that went with House but not the others.",Only that I think the second example was impossible!,55
60264f219516732a1dc72394,66dd0fe39bfb33794b562bc9,absent,63,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:23:37.011Z,"Just going through possible combinations for each of the words. I tended to concentrate on the middle word and when I came up with possibilities for it, seeing if they fitted with the others",none,59
66def40e9be72d4aba1db292,66dd0fe39bfb33794b562bc9,absent,56,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:21:45.466Z,"Attempting to think what linked the words, taking my mind to specific areas",no,49
59df5d5a0fb3a90001bd932b,66dd0fe39bfb33794b562bc9,generate,42,More concerned than excited,Very easy,More concerned than excited,Agree,Not at all helpful,3.466,2024-09-09T15:24:07.498Z,"No strategy - I am familiar with word pairing, so I just used my intuition and vocabulary.",No,42
5db7203e98ecdf000ae8d504,66dd0fe39bfb33794b562bc9,absent,60,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:22:25.419Z,Think of a word that matched one word and test if it matched the others,Wasn't sure how the snake game was meant to work,50
5cafc17ace1fa80017a20d6b,66dd0fe39bfb33794b562bc9,absent,30,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:21:59.471Z,Tried to find a link between two of the words first.,No,30
66b6467a487c39b75d8e7e76,66dd0fe39bfb33794b562bc9,coach,20,More concerned than excited,Very difficult,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:22:32.427Z,Focus in on the more 'unique' word to think what other words would usually come before or after that and then see if that worked for the other two words.,None.,0
638e2eed82fa613f2140ba13,66dd0fe39bfb33794b562bc9,coach,50,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:22:38.746Z,I just tried to think of a word that went well with one of the words and then tried to see if it matched the other two.,no,66
57027b6768c641000e0c894a,66dd0fe39bfb33794b562bc9,coach,42,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:23:03.394Z,I just thought of all the words which worked well with the three words,No,21
62fbe0847bebdb10fff2494c,66dd0fe39bfb33794b562bc9,absent,76,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:23:35.721Z,"Just saying each word in my head until a word automatically followed, and then i would try it with each of the other words to see if it fit",No,74
5c27c724867f660001ae6785,66dd0fe39bfb33794b562bc9,generate,22,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:22:16.428Z,Looking at the word that I was more comfortable with and brainstorming associate words.  I then tried these associate words with the other ones.,no,27
5aa15fe0dbdb470001ef285c,66dd0fe39bfb33794b562bc9,generate,40,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:23:29.316Z,finding one fit and seeing if it would fit the others,no,32
59e52174e75b450001a69189,66dd0fe39bfb33794b562bc9,generate,32,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:22:06.521Z,"Rather than overthinking, I just read the words and waited for a word to come into my brain, which it did very quickly. I then put this word at the end or beginning of each of the three words to make sure it made sense with every word.",None,24
6346d0e43c8870c464698583,66dd0fe39bfb33794b562bc9,generate,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:24:50.349Z,Just use my brain.,No,50
5b7e7de287d85f0001bac19a,66dd0fe39bfb33794b562bc9,coach,43,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:21:15.659Z,DESPERATLY TRYING TO THINK!,No,54
5f9b05167e97592c4251373b,66dd0fe39bfb33794b562bc9,generate,35,More excited than concerned,Somewhat easy,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:24:39.427Z,I said them out loud and went through some words that would go with them all .,no,40
607024597965d2372e3467be,66dd0fe39bfb33794b562bc9,coach,70,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:23:48.970Z,pick two and find a connective word and try it with the third,no,70
5c60571b0112a60001a2b034,66dd0fe39bfb33794b562bc9,absent,20,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:23:53.766Z,Think of a word for the first and see if it worked with the other two,No,20
571b37aa5d40840011c3a04d,66dd0fe39bfb33794b562bc9,generate,48,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:23:07.356Z,Other than just using my own knowledge of words and puzzles no special strategy.,No.,48
653bd6caa825385145ae02d0,66dd0fe39bfb33794b562bc9,generate,30,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:22:13.355Z,found one word and hoped that they matched the other two,no,30
647e06e4564c6d08e99046a2,66dd0fe39bfb33794b562bc9,coach,60,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:23:56.426Z,I just tried to find a common word but it was really difficult.,No,19
6682ac2ae129d7f95e4dace7,66dd0fe39bfb33794b562bc9,coach,25,More excited than concerned,Somewhat easy,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:22:57.505Z,I just tried to associate other words to make a compound word,no,30
63f77f182fbf3ac66cbb362a,66dd0fe39bfb33794b562bc9,coach,75,More concerned than excited,Somewhat easy,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:20:49.870Z,Just thinking about rhyme words,no,80
66846c9a1e5bf4085b4865d0,66dd0fe39bfb33794b562bc9,coach,15,More excited than concerned,Very easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:26:01.201Z,Just go with whatever came to mind,no,20
66d1c35e8418c8cd0cfde24d,66dd0fe39bfb33794b562bc9,absent,41,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:24:05.745Z,Say the words outloud with an associated word before or after whilst reading the other words to see if anything fit.,no,42
63f77f182fbf3ac66cbb362a,66dd0fe39bfb33794b562bc9,coach,75,More concerned than excited,Somewhat easy,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:20:49.870Z,Just thinking about rhyme words,no,80
5e4ead217dd6be000d5a6140,66dd0fe39bfb33794b562bc9,absent,81,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:21:46.876Z,well the first one was just easy the second one i don't think actually had an answer,"yeah, it would have been nice not to have to wait the full minute for each of the practice rounds",81
6447b4178fa8801a09a7066e,66dd0fe39bfb33794b562bc9,absent,30,More excited than concerned,Very difficult,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:20:37.209Z,I tried to think of a common word either for after he word or before but found the real questions very difficult and the practice ones easy.,No. Not very good at Games so couldn't get the Snake game.,20
66707803cfeaa5b818d5b136,66dd0fe39bfb33794b562bc9,coach,73,More excited than concerned,Somewhat easy,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:23:39.135Z,"Try to understand each one of the terms, and think about something that could relate all 3 terms",None,62
5c8acd990e37fb0001006bdf,66dd0fe39bfb33794b562bc9,generate,82,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:23:27.558Z,Coming up with a word that connected all 3 words,No,58
64079602e82d54bfb7c00fcc,66dd0fe39bfb33794b562bc9,absent,60,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,Not at all helpful,0,2024-09-09T15:25:21.103Z,"Find something they had in common, for example, scenarios where each of the words could be used together.",No,30
5ea0364e2ea3be04b508efff,66dd0fe39bfb33794b562bc9,absent,60,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:22:43.099Z,prefixikng a word,no,50
668e95acde2c9207858286cd,66dd0fe39bfb33794b562bc9,absent,49,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:23:47.332Z,Got my mind moving,Just with Snake,49
5caa1cc0a5568f0001f75654,66dd0fe39bfb33794b562bc9,absent,55,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:23:59.132Z,Thinking of something all three words are used for or have in common,No,55
60caec876f8c6f2ab3c937b5,66dd0fe39bfb33794b562bc9,absent,26,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:24:27.157Z,running through different words associated with the options to try and find one that fits,no,24
6682978aaea8aa6b72fe5605,66dd0fe39bfb33794b562bc9,absent,14,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Not at all helpful,0,2024-09-09T15:24:51.540Z,"Pick one word and come up with connected words, seeing if they fit with the other two words also.",No,14
56a8bb427f2472000b9522f6,66dd0fe39bfb33794b562bc9,coach,91,More concerned than excited,Very easy,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:25:46.437Z,what ever jumped out at me,none,80
66c9da05822db63cca28593b,66dd0fe39bfb33794b562bc9,coach,39,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:22:21.243Z,It was a difficult task and I tried to find a connection but the first thought always won,no,11
5d5d5e7132628c0019614773,66dd0fe39bfb33794b562bc9,generate,31,Equally excited and concerned,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:26:08.930Z,Saying the words out loud to see what came to mind,No,30
5df24aea4b49a115b41f0b3a,66dd0fe39bfb33794b562bc9,coach,50,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:21:24.342Z,"use of words in my brain, knowledge",no,50
5c73d2817ed3a70001fc2929,66dd0fe39bfb33794b562bc9,absent,55,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:23:42.507Z,Go through lots of different words to see what fits,No,52
65a272ffa02593ebd696590c,66dd0fe39bfb33794b562bc9,coach,31,More excited than concerned,Somewhat difficult,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:24:37.994Z,Trying to connect 2 of the words first and then seeing if the third one also connected,None,31
66a641d8eae42f430895d856,66dd0fe39bfb33794b562bc9,absent,38,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:24:20.137Z,I first tried finding a word that goes with the first word and if it didn't match the other 2 I then went to the second word in which I easily found a word that goes with them all.,Nope,33
66dc674821440738bb450ee2,66dd0fe39bfb33794b562bc9,absent,66,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:24:49.930Z,Concentrated thinking.,No,66
668aa0851622bf0930ff12fc,66dd0fe39bfb33794b562bc9,coach,30,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:25:12.420Z,I tried to see what words could go before or after them. And I would say the word in my head and see what i associated with that word,No,29
6138e9d4aa1428328bee7cf3,66dd0fe39bfb33794b562bc9,absent,15,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Not at all helpful,0,2024-09-09T15:23:57.191Z,trying to think fast,unsure how to playsnake game and what keys touse,4
5afcbf18fabc8900018854d9,66dd0fe39bfb33794b562bc9,generate,22,More concerned than excited,Very easy,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:24:09.298Z,I just found a word that went with all three. There wasn't really a strategy involved.,no,38
62d151bb770b24c564871319,66dd0fe39bfb33794b562bc9,absent,55,More excited than concerned,Somewhat easy,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:23:44.794Z,Think of words that go with the three and make sense,no,60
5be1b59a8425f6000141b942,66dd0fe39bfb33794b562bc9,absent,44,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:24:33.561Z,Going through each word seperately,no,41
667ef83c10c28de29bf16859,66dd0fe39bfb33794b562bc9,generate,50,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:23:44.956Z,I looked for the word out of the 3 given that I could easily associate with a word of mu own. I then checked if my word fitted with the other 2.,No.,50
5e59780c7328cb02e62d5075,66dd0fe39bfb33794b562bc9,absent,81,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:23:32.989Z,Playing with the words in my mind to find the connection,None,83
5d87aa1f1af55f00010adb4b,66dd0fe39bfb33794b562bc9,absent,34,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:24:31.938Z,SAy the words outland and the answer seemed to pop into my head,no,30
5b89a7a7981c2f0001f1f1cf,66dd0fe39bfb33794b562bc9,absent,59,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:24:24.221Z,I tried to come up with a word that linked all three words as instructed. For the first task this was simple but the second task was difficult. I also wondered if the practice exercises were deliberately chosen where only two of the words could be linked,None,50
589c431f0da7f10001de7407,66dd0fe39bfb33794b562bc9,generate,8,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:24:55.364Z,just running through my mind words which paired with one of the words then seeing if it could also pair with the others - none of my choices I felt was a proper fit,"no, all seemed to work fine, thank you",4
5641c95d17bdbe00102a0b51,66dd0fe39bfb33794b562bc9,generate,25,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:26:13.585Z,I just looked at them and tried to come up with something that worked for all three,no,24
66a356f556472a46c90f7f44,66dd0fe39bfb33794b562bc9,absent,70,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:25:10.773Z,Tried to find a word that was related to the words provided. Tried to find a common word,I struggle to play the snake game,71
668baa39eb2126795d1f2355,66dd0fe39bfb33794b562bc9,absent,75,More excited than concerned,Very easy,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:27:02.788Z,association,no,75
5937fa89d3501e0001bc077b,66dd0fe39bfb33794b562bc9,generate,42,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,Not at all helpful,0,2024-09-09T15:26:48.631Z,they were just obvious to me,no,40
63ecee1635eb8a06dda727c4,66dd0fe39bfb33794b562bc9,coach,74,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:22:54.984Z,think quickly to find the right words.,none,75
5f0b339b48213f430a2e548d,66dd0fe39bfb33794b562bc9,generate,9,More concerned than excited,Very easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:26:54.085Z,Use my head,NA,15
5c636bc3302b1e0001e69dce,66dd0fe39bfb33794b562bc9,generate,0,More concerned than excited,Very easy,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:23:45.456Z,"Find a separate word that fit with all three words, in order to create three new whole words containing more letters.","Yes, someone put AI into it. FUCK AI! How lazy are people supposed to become?",0
65ca0422c0fe8df4cbfa5794,66dd0fe39bfb33794b562bc9,generate,13,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:27:00.390Z,Just to think what word would go before each one,no,18
610d5b907f2c451c9972a3eb,66dd0fe39bfb33794b562bc9,generate,40,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:24:54.123Z,Trying to say words out loud that fit.,no,30
66a78ef1ceb1ccdc7866a11b,66dd0fe39bfb33794b562bc9,coach,42,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:25:23.636Z,"Quite similar to what the AI prompt was doing, I was categorising the words and then finding correlations between said categories.",N/A,42
60be5f338dbd33a1837a87fc,66dd0fe39bfb33794b562bc9,coach,25,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:26:25.930Z,Focusing on just one word at first to see what went with it and then checking whether it then worked with the others,No,24
60eb7a4e37a7b08a26f2e8ef,66dd0fe39bfb33794b562bc9,coach,69,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:27:00.580Z,repeated words in my head until I found something that fitted,no,59
58e4193733ae3700012735e5,66dd0fe39bfb33794b562bc9,absent,50,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:24:35.431Z,"I'm not really sure if I'm honest, just guesses which I compared with every option to see if they were right",No,52
6401144fd6d5cd1dba94eb94,66dd0fe39bfb33794b562bc9,absent,70,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,13.034,2024-09-09T15:22:00.504Z,"I tried to first find an easy combination, that means, a word that easily came to my mind if I had to think about the given word. Then, from here, I thought about finding some good relations among the words.",Not really.,70
66a3be9e0c9a1b33fc24ea97,66dd0fe39bfb33794b562bc9,generate,61,More concerned than excited,Very easy,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:22:16.798Z,i thought of it,no,89
5c921106b788a2000170709f,66dd0fe39bfb33794b562bc9,absent,14,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:25:31.831Z,I just thought of common words that went with one of the words and tested them with the remaining words,No,14
5ea02e5c3fb6e6000a30693b,66dd0fe39bfb33794b562bc9,absent,50,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:26:32.657Z,Using word connotations,No,50
6163f85ef1ba5916833c2e0c,66dd0fe39bfb33794b562bc9,generate,58,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:27:05.774Z,just flit through and try and think of something that fitted appropriately,no,44
5e83425144753905a3a17ad8,66dd0fe39bfb33794b562bc9,absent,75,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:27:31.074Z,"think creatively but quickly, use first word for the main association and check it fits the other words",none,80
655a5d9894b650f95e197545,66dd0fe39bfb33794b562bc9,absent,75,Equally excited and concerned,Very easy,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:25:25.206Z,I tried to think of words that were associated with given words.,No,75
66476b66909671b247ebef30,66dd0fe39bfb33794b562bc9,coach,34,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:25:22.660Z,tried to list words like the ai suggested,no,15
5dc983b9902a986ae3ac3edc,66dd0fe39bfb33794b562bc9,coach,36,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:25:54.000Z,"I would try and consider words that could fit with the majority of the words on the screen. Even if I was unsure if it would fit all three, as long as they could fit two.",No.,8
63f77dc98bfabd95812edc2c,66dd0fe39bfb33794b562bc9,coach,30,More excited than concerned,Somewhat easy,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:24:58.652Z,Try and find linking words for the first word and then see if that can be linked to the second 2 words.,no,30
66a3be9e0c9a1b33fc24ea97,66dd0fe39bfb33794b562bc9,generate,61,More concerned than excited,Very easy,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:22:16.798Z,i thought of it,no,89
5ebebcf619a604258a233c4f,66dd0fe39bfb33794b562bc9,coach,15,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:25:29.690Z,just to think of a word associated with the other three either before or after the word,no,15
66a3be9e0c9a1b33fc24ea97,66dd0fe39bfb33794b562bc9,generate,61,More concerned than excited,Very easy,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:22:16.798Z,i thought of it,no,89
5c63d689263b1b0001c66968,66dd0fe39bfb33794b562bc9,absent,25,More concerned than excited,Very easy,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:27:12.569Z,saying the words out loud and then seeing what I could come up with,the practice round would not let me move on until a minute had passed - this was really annoying because I found the missing word in under 5 seconds each time.,45
60ad4325e23286e1191e31aa,66dd0fe39bfb33794b562bc9,coach,21,Equally excited and concerned,Somewhat difficult,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:23:51.915Z,To find a word for the first one then see if it fits with the other words. If it doesnt I restart with another word and so on.,none,20
5ecb2277797c1769272075a6,66dd0fe39bfb33794b562bc9,generate,10,More excited than concerned,Very difficult,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:24:26.688Z,connecting the words and picturing the words,no,7
594a8e2eeaa18e000163f6cd,66dd0fe39bfb33794b562bc9,generate,21,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:27:33.983Z,Just went through each word individually in my mind,No,19
669ad78bb5cd9126ab098737,66dd0fe39bfb33794b562bc9,absent,68,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:25:22.276Z,"I was trying to see what went before and after all words, but then just focused on one word, but really struggled to find any association with the next two. It was quite frustrating as I thought I'd quite like this task.","Not the word task, but the snake game didn't work.",33
5ad22ebba010190001b363e8,66dd0fe39bfb33794b562bc9,coach,50,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:26:43.954Z,I didn't find the AI suggestions helpful I just thought logically.,No,50
55cf6a7b34e9060005e56ca2,66dd0fe39bfb33794b562bc9,generate,50,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Very helpful,0,2024-09-09T15:25:24.678Z,guess work,no,50
62b061879471ac4c80e86f4d,66dd0fe39bfb33794b562bc9,generate,33,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:27:10.417Z,"I'm not sure I had one, just started to think of words related to two then see if it would work for the third.",No.,33
6650ca115194e1434c4c9a9b,66dd0fe39bfb33794b562bc9,absent,73,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:26:06.910Z,Thinking of words associated with one of the words and then applying them to the other words until one fitted,No,70
6655bcbb5672acb64c7fc6fd,66dd0fe39bfb33794b562bc9,absent,41,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:24:22.235Z,I would pick one word and add associated words to it. I would then try those associated words with the other sample words to see if they fit.,The snake game was not very good,40
665b2cda9a7a5b542d4a1964,66dd0fe39bfb33794b562bc9,generate,51,More excited than concerned,Somewhat easy,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:24:33.030Z,Pick a familiar word. Find link words for the familiar word. Test the link words on the other two words.,No,73
6675f8a3d734137035382f9f,66dd0fe39bfb33794b562bc9,generate,55,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:25:46.973Z,Thinking of words that make sense with at least 2 of them.,No,50
568a9909316b10000c50ae46,66dd0fe39bfb33794b562bc9,coach,25,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:20:06.386Z,To try different words in front of the three words given but I was not very successful.,No,12
5ed917ec0318c6466f50a0a6,66dd0fe39bfb33794b562bc9,generate,10,Equally excited and concerned,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:27:26.058Z,Idle thought,No,10
5650c6709076880012ea78b8,66dd0fe39bfb33794b562bc9,generate,11,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:22:28.104Z,I looked at all three words to see if something immediately jumped out at me that linked all three of them. If not I thought of various words associated with one of them and cross-checked against the others.,No,11
5ef5c4db3ce68a02806df888,66dd0fe39bfb33794b562bc9,absent,10,More excited than concerned,Very easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:27:27.262Z,"no strategy, just think of a word that fits all 3",no,9
5d50692435e3af0001f05a15,66dd0fe39bfb33794b562bc9,absent,10,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:24:22.156Z,"I looked at all 3 words to see if anything obvious came to mind, if not I tried to match 1 word and see if it fitted with the other 2.",No problems thanks,10
5d078ee51868be0018d01b1e,66dd0fe39bfb33794b562bc9,absent,41,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:26:09.598Z,"Tried to think of a word that would link two of the given words, then thought about if it could be connected to the third word.",No,41
56ab6fd869b24700065cbdbd,66dd0fe39bfb33794b562bc9,absent,52,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,A little helpful,0,2024-09-09T15:26:27.326Z,concentrate on the word with less connections and tie one of them in with the other words,none,52
5d48673efef71c0016d8bf40,66dd0fe39bfb33794b562bc9,generate,99,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:27:00.929Z,baed on previous answers,no,100
6661a447549e60aabcd72e38,66dd0fe39bfb33794b562bc9,absent,90,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,Very helpful,0,2024-09-09T15:24:26.515Z,starting from the most conversant word I can get with any one of the words and then find a fitting one for the rest,No,90
6658b2472faf93a372286204,66dd0fe39bfb33794b562bc9,generate,54,More concerned than excited,Very difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:27:00.980Z,say the words outloud and think of their associations,no,4
667188a306abf8ade144a002,66dd0fe39bfb33794b562bc9,coach,80,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0,2024-09-09T15:25:34.105Z,"the 1st one was quite easy, I wasn't sure about the second one so just took a wild guess",no,29
6668de741fad50585ab8e028,66dd0fe39bfb33794b562bc9,absent,74,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:26:46.651Z,thinking of nouns that could be associated with all of them,no,80
64842455e8ac69503a5c65f0,66dd0fe39bfb33794b562bc9,generate,22,More concerned than excited,Very difficult,More concerned than excited,Agree,Not at all helpful,0,2024-09-09T15:26:46.616Z,i just tried to think of words that could be used,no,25
5f5f381a671929022832eef6,66dd0fe39bfb33794b562bc9,generate,70,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:26:38.982Z,No strategy just thinking about each word and what might go with them,No,62
629f470832dba055c9d39800,66dd0fe39bfb33794b562bc9,coach,30,More excited than concerned,Very difficult,More excited than concerned,Agree,Not at all helpful,0,2024-09-09T15:27:48.892Z,I didn't have a strategy.,No.,10
65a5920088672d869713f267,66dd0fe39bfb33794b562bc9,generate,21,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:27:50.936Z,just thought about it,no,20
63e8a4efd541d6d1d3f2bb89,66dd0fe39bfb33794b562bc9,absent,65,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,A little helpful,0,2024-09-09T15:27:09.424Z,Just trying out the first words that popped into my head across each of the words.,No,65
5eb7094fbb8ed70b61398cff,66dd0fe39bfb33794b562bc9,generate,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Disagree,A little helpful,0,2024-09-09T15:24:50.560Z,I tried to think of common themes,No,50
62b33e90d4a7c3f314f45ba6,66dd0fe39bfb33794b562bc9,absent,50,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0,2024-09-09T15:24:49.232Z,"I was just thinking of what the word could be, saying them out loud, to see which words would go with them",no,50
